-8.152,124.868
33.184,137.071
-22.015,169.766
-4.003,135.023
-2.427,103.981
33.07,136.618
4.695,-77.508
-22.253,169.683
-17.656,-178.76
-46.676,164.721
-3.609,135.404
-3.615,135.538
11.422,-86.665
43.006,145.119
55.682,160.003
-55.372,-28.976
-11.15,163.706
23.039,121.362
-22.273,169.314
54.8,-134.25
-10.951,162.161
55.538,165.78
-21.672,169.835
-16.83,-174.196
-3.12,127.4
-3.665,135.339
-9.362,122.839
24.53,122.694
49.277,-128.772
-11.128,162.208
-0.769,-20.601
28.995,58.311
-58.425,-14.963
36.512,71.029
-37.695,-73.406
33.205,137.227
37.226,138.779
-20.068,-178.71
-26.525,-113.834
35.7005,-121.1005
8.416,-82.824
-22.252,169.488
-13.174,167.198
34.251,141.406
-0.443,133.091
-35.173,-70.525
13.925,120.534
35.7188333,-121.1571667
-22.324,169.616
35.142,-3.997
-36.256,-97.827
-3.584,150.73
-51.603,139.615
47.198,151.303
49.623,-126.967
-28.573,-65.84
-52.515,28.016
-57.071,-24.679
-8.255,124.93
9.602,-84.172
-21.648,169.766
-6.072,149.401
-14.74,-175.63
-18.171,66.419
-19.374,169.631
-21.988,170.276
36.29,51.61
10.738,-87.043
0.797,124.726
37.318,138.808
24.104,122.542
13.376,-90.056
15.679,-61.706
51.334,-179.272
-36.696,53.352
-3.528,151.064
7.641,-37.704
11.61,-86.767
-32.265,-178.358
-23.759,-176.002
-20.436,-173.936
-3.729,140.081
55.226,162.659
10.805,-85.995
22.662,121.505
-32.875,-179.447
-49.581,163.669
30.694,83.672
-65.651,-179.574
-15.254,-173.34
52.205,174.027
-0.67,134.426
47.948,144.477
-3.638,135.445
-22.107,169.35
42.423,144.613
17.488,-101.303
-22.163,169.55
-22.438,169.919
-50.206,-114.78
8.358,-82.877
-17.267,-172.316
-21.118,-65.586
34.589,23.326
42.918,144.836
-21.899,-174.822
0.415,97.825
-38.854,-73.155
-6.711,130.375
-20.252,-126.928
26.489,128.894
33.14,137.2
-57.976,-25.342
43.998,151.408
-14.027,166.612
37.318,138.816
42.139,144.344
-26.705,-63.319
-5.627,151.452
42.905,80.515
-34.954,-178.249
-22.305,169.531
-22.376,169.728
-20.14,-179.154
-11.608,166.45
-1.559,100.488
-53.159,159.651
-32.381,-178.191
10.48,-43.919
-15.579,-175.096
33.954,89.179
36.428,141.008
-17.848,-174.559
71.067,-7.747
-24.522,-175.879
-5.214,102.718
-17.587,167.888
-3.355,146.853
-17.757,167.756
-25.055,-115.964
-63.563,-166.666
51.753,-166.313
36.444,70.796
17.759,-81.55
14.22,120.411
14.546,146.993
-57.067,-24.829
37.284,138.885
14.474,146.842
-4.361,143.925
-15.403,-174.908
35.8181667,-120.366
42.36,144.732
-6.347,151.384
0.599,122.35
47.053,154.187
46.971,154.241
-16.237,-176.175
-23.046,-69.891
52.122,-30.179
-3.728,140.376
-3.658,135.364
23.639,-108.821
13.991,-92.145
-65.198,179.71
-6.256,154.76
-58.182,-11.385
-11.963,166.345
-31.052,-177.117
-6.04,113.109
17.51,-83.458
11.453,-87.652
16.337,-97.845
-10.902,166.259
49.695,-126.855
19.639,146.808
12.455,94.997
17.196,-95.218
16.427,-94.944
-27.42,-70.805
-21.015,169.278
-15.153,-173.429
-15.599,-177.278
0.456,-26.403
28.565,-112.725
-22.424,173.269
-15.186,-173.284
-60.736,-50.884
-17.224,167.803
45.787,26.622
43.62,146.812
-11.266,162.123
-10.251,164.657
-24.294,178.99
-3.5,135.343
42.984,145.083
-27.961,-71.322
-0.696,-20.33
-8.31,115.788
-22.323,169.641
-5.996,149.301
-21.997,170.246
-17.84,-71.07
-31.664,179.701
-26.134,-63.461
-19.226,-173.518
-20.667,-175.033
-32.527,-178.296
-32.559,-177.97
36.397,70.774
-22.938,-64.359
41.863,144.209
-20.535,-174.06
-23.525,-175.45
8.044,137.215
-7.352,128.373
-28.985,-112.289
-21.779,169.576
-21.032,-174.432
11.743,144.247
-15.34,-173.423
-11.914,166.338
7.63,126.166
-32.614,-178.254
37.752,141.881
-30.481,-177.875
42.395,142.958
-22.087,-174.937
5.347,-82.551
-15.346,-173.554
-17.431,168.21
-20.317,169.372
-13.387,-112.21
-11.91,166.723
-60.935,160.156
-55.261,-28.78
-15.69,-74.529
35.95,139.919
-56.529,-26.868
5.389,126.437
-6.066,130.528
36.237,141.305
37.239,138.608
-55.5,-29.049
-11.156,162.284
-26.748,-63.361
39.189,71.857
-3.619,135.432
-16.547,-170.175
-1.062,126.991
-18.905,-177.342
26.317,125.775
-22.324,169.505
-22.459,169.622
17.42,-101.315
-30.883,-71.656
-1.682,138.984
-20.815,-174.163
-3.526,135.581
-3.627,135.561
18.505,145.387
-34.121,-112.516
-32.343,-178.119
-34.5,55.28
18.788,144.764
-24.672,-176.173
-60.712,153.578
-19.371,169.549
-10.764,164.183
-6.39,129.977
-17.628,167.964
-16.494,-173.041
14.461,-90.726
-18.044,-172.55
-15.759,-175.071
6.591,126.411
-9.037,67.253
-17.891,-178.57
-21.246,-68.372
-25.541,-179.379
-8.975,67.614
-25.077,-116.167
-8.784,94.812
-54.72,143.787
-10.308,161.168
-4.093,143.036
39.633,141.956
38.377,39.261
-26.368,-177.926
-8.689,157.253
49.539,157.279
7.291,126.957
36.959,141.607
-14.829,-173.243
33.247,136.804
-55.369,-28.893
-34.006,-72.186
15.814,95.879
23.106,-67.614
-14.816,-175.076
37.268,138.866
37.225,138.64
37.305,138.655
37.308,138.701
-15.473,168.082
28.702,143.214
-18.579,168.967
24.41,122.226
-21.059,-179.062
42.377,142.899
-20.842,-178.723
51.09,178.261
-3.77,-102.635
42.279,144.598
40.135,-29.692
-22.154,169.869
-3.589,151.016
20.053,122.185
-6.083,149.684
-0.398,132.091
-47.038,-11.282
84.475,105.215
51.135,178.078
56.806,-156.757
-1.386,136.779
-4.071,133.958
59.373,-152.028
-27.781,-176.54
37.136,22.116
-3.414,145.35
-20.615,-178.837
-32.544,-178.597
31.639,91.236
-20.856,-179.008
-2.131,125.106
-32.285,-178.369
53.829,160.468
-6.184,129.121
39.93,40.812
39.847,40.874
-0.01,124.932
8.904,94.022
-10.893,165.919
-23.682,-179.983
3.614,-32.234
-29.105,-112.355
12.155,-87.426
-21.044,-174.481
-4.602,149.464
21.949,121.604
37.485,96.604
23.095,121.814
-11.797,165.778
43.125,136.413
-23.766,179.256
54.463,-163.852
-16.052,-173.854
-30.257,-178.702
-19.108,-175.747
-41.064,80.903
54.131,-35.259
-23.073,-175.416
-5.91,148.662
34.746,140.218
-38,176.51
12.405,95.016
12.445,95.003
-63.204,-165.665
-63.38,-166.719
-5.471,102.623
36.833,27.815
52.315,159.563
12.43,94.998
-6.242,95.666
-6.238,-107.154
-8.82,157.354
-8.66,157.239
-15.192,-173.375
-15.038,-173.479
-55.22,-29.193
-55.36,-28.929
33.237,137.092
-52.157,-4.966
33.059,136.497
-16.295,67.098
-22.665,-175.204
-32.742,-179.719
11.989,-86.52
3.615,128.386
37.125,54.477
-8.174,124.812
37.193,138.745
0.853,-28.991
31.024,81.154
-30.956,-178.846
33.721,138.403
-21.192,-176.103
8.425,-102.953
8.284,-103.002
-11.002,163.621
-5.937,149.745
17.642,120.892
22.719,121.523
13.947,124.53
-5.801,102.028
-17.421,-178.877
-21.993,170.111
-21.921,169.886
-21.476,169.859
-22.3,169.535
8.389,-82.692
