-4.817,153.172
-5.524,153.85
-32.601,-71.076
-3.184,139.722
-2.839,-77.322
46.505,141.199
52.803,159.199
-4.026,-80.542
-55.918,-2.668
41.415,143.416
-11.857,166.557
-11.154,163.377
0.653,98.711
51.409,-176.974
-63.398,-61.377
-4.33,102.285
51.396,-177.318
63.952,145.965
-5.754,153.868
-5.116,152.282
-5.912,130.603
51.604,151.009
-23.804,-67.151
38.934,40.653
-0.773,-22.082
51.595,175.868
46.399,141.18
-6.516,146.636
-5.931,154.136
-15.582,167.246
29.773,140.175
-10.436,161.395
-1.671,-77.66
-14.571,171.68
-13.384,166.429
-5.242,153.52
-3.078,139.674
34.416,-118.37
-5.775,145.393
2.514,129.106
-39.811,-104.833
-4.869,153.288
-5.275,152.235
-5.283,152.88
-15.751,-178.376
46.347,141.144
-54.276,2.317
11.909,142.531
-23.222,-69.988
41.787,143.742
-30.838,-71.146
-25.204,178.405
-56.344,-122.622
17.907,-69.825
-5.203,153.232
-5.127,152.864
-5.964,154.282
-15.547,-178.289
-3.974,145.924
46.264,141.07
26.816,-110.834
11.929,142.405
-23.449,-179.857
51.483,-177.846
-10.968,163.705
22.917,101.101
-6.564,105.407
-5.141,96.852
-32.287,-71.778
12.439,123.691
52.115,172.953
49.286,155.441
39.345,143.37
-13.062,166.393
-23.024,-176.147
11.941,95.112
25.264,96.389
-25.375,-68.938
-5.567,150.562
-5.662,151.41
-5.651,152.174
23.991,121.913
-6.402,151.519
-54.798,146.364
-10.974,163.362
-1.542,99.885
47.341,154.247
-3.5,140.095
-9.701,151.421
50.396,-130.358
70.974,-6.978
41.52,79.325
37.585,29.784
31.329,131.445
-7.071,129.653
7.045,94.66
-62.806,155.55
-6.022,154.114
45.658,150.902
44.527,150.728
-3.227,148.324
-5.993,154.403
11.85,142.422
23.024,121.404
26.978,54.519
51.557,-173.044
-18.282,173.655
8.417,127.216
38.393,142.239
53.175,-170.528
-22.089,-179.525
28.363,55.737
31.377,131.407
25.266,96.505
12.36,123.899
-5.284,153.233
-5.577,152.226
46.756,141.524
-22.679,171.284
-5.627,153.887
-11.926,166.568
52.253,174.231
51.289,-175.348
-56.167,-27.564
-4.19,141.183
-3.337,139.757
-3.2,139.784
-3.261,139.993
23.757,-108.692
-10.452,161.423
35.448,98.137
12.704,122.3
-11.151,161.882
-2.751,119.69
-42.229,-71.793
-28.393,-68.778
31.327,131.413
41.087,138.549
56.206,123.727
41.546,79.408
-5.675,153.885
39.821,77.223
-5.46,152.802
-5.857,151.359
-5.385,153.499
13.292,-92.404
-20.413,-174.265
-26.81,-177.161
-7.291,156.061
39.11,143.525
61.662,140.259
-4.34,152.906
-6.548,154.964
0.105,123.995
-1.436,-80.907
-9.098,116.393
15.92,-93.625
-0.394,-19.24
-3.974,-81.02
-3.106,139.594
-3.39,139.993
-3.092,139.575
-3.035,139.737
-56.037,-27.657
51.62,-131.133
-49.935,-115.51
2.236,126.828
51.145,-177.086
30.461,138.498
52.488,-174.473
-6.356,154.744
39.032,29.778
-6.358,130.159
-5.977,154.39
-6.086,154.578
-4.89,144.508
-19.712,177.438
-5.8,151.493
-5.246,153.072
13.595,95.874
-5.515,152.532
36.412,70.808
-21.735,-67.227
54.971,-163.325
14.815,-93.829
-4.544,-105.609
-29.98,-69.428
-1.015,126.749
